date,time,Location,Lat,Long,operator,flight_no,route,ac_type,registration,cn_ln,all_aboard,passengers_aboard,crew_aboard,all_fatalities,passenger_fatalities,crew_fatalities,ground,summary
"June 18, 1955",1527,"Leigh, Kent",51.196,0.22,Air Union,?,Paris - London,Bleriot 155,F- AICQ,1,7,5,2,7,5,2,0,"After an engine fire, the pilot attempts to make an emergency landing at Penshurst Airfield but crashed.."
"February 17, 1959",1647,Shackleford,51.1975,-0.6541,Turkish Airlines (THY),?,Ankara - Rome -  London,Vickers Viscount 794D,TC-SEV,429,24,16,8,14,9,5,0,"While on approach, the jet lost its wings and had its engines torn off as it ploughed 300 yards through the woods and landed upside down with trees embedded in the mangled fuselage and burst into flames. The flight had been diverted to Gatwick because of fog at London.  Cause unknown."
"May 26, 1928",?,Radevormwald,51.2,7.35,Deutsche Lufthansa,?,Essen - Dortmund - Frankfurt,Junkers F-13,D-583,742,5,4,1,3,2,1,0,"After taking off and encountering fog, the pilot decided to  to make a precautionary landing in a field but t hit a cow, crashed and burned. Pilot error."
"May 10, 1996",1530,Ostend,51.2258,2.9194,Sabena,?,Cologne - Brussels - London,Junkers JU-52/3m,OO-AUB,5827,11,8,3,11,8,3,0,"The aircraft was flying from Cologne to London and should have made a scheduled stop at Brussel's Haren airport.  However, Brussels was shrouded in fog and the pilot was advised to fly on to Ostend. Weather
conditions were poor in Ostend as well and the aircraft hit a factory chimney while flying on approach to Ostend Stene airport.  All on board were killed including the Grand Duke and Duchess of Hesse who were traveling to London for a minor royal wedding. An airport employee was blamed for not guiding the pilot down in conditions of poor visibility."
"November 30, 1981",703,Düsseldorf,51.2311,6.7724,Herfurtner Company,?,Düsseldorf - Reykjavik - New York,Douglas DC-4,D-ALAF,459,10,3,7,7,0,6,1,"Crashed shortly after taking off. The aircraft plunged into the suburb of Derendorf, setting afire an office building and crushing a small house. The lone occupant of the the house, an elderly woman, was killed"
"October 08, 1966",1211,Moosonee,51.2722,-80.6431,Ornge Air Ambulance,?,Moosonee- Attawapiskat,Sikorsky S-76,?,?,4,2,2,4,2,2,0,"The air ambulance helicopter crashed 0.7 miles from its departure point. The pilot, copilot and two paramedics were killed. The helicopter was headed to Attawapiskat to pick up a patient."
"August 22, 1927",830,Sevenoaks,51.2781,0.1874,KLM Royal Dutch Airlines,?,Croydon - Schiphol,Fokker F-VIII,"H-NADU
H-NADU",4993,11,9,2,1,0,1,0,"A broken wire led to the partial loss of the the rudder and a crash landing which resulted in the aircraft striking a tree, killing the flight engineer."
"December 11, 1919",?,Caterham,51.2803,-0.0816,Aircraft Travel Transport,?,Paris - Hounslow,de Havilland DH-4,G-EAHF,?,1,1,1,1,1,1,0,Crashed in a field while attemptting to land.
"October 29, 1932",?,Ramsgate,51.3439,1.404,Deutsche Lufthansa,?,London - Cologne - Berlin,Junkers W-33,D-2017,?,2,0,2,2,0,2,0,The mail plane ditched into the English Channel after encountering 60 mile-an-hour gale force winds.
"October 14, 1919",?,Croydon,51.3727,-0.1099,Sabena,?,Croydon - Brussels,Sabca F-VII,OO-AIN,?,2,0,2,2,0,2,0,The plane caught on file shortly after taking off from Croydon.
"December 18, 1995",500,Croydon,51.3727,-0.1099,Air France,?,"Croydon, England - Paris, France",Liore-et-Olivier 213,F-AIVG,?,2,0,2,2,0,2,0,The cargo plane struck an aerial mast and crashed into houses while attempting to take off.
"March 10, 1952",1645,Croydon,51.3727,-0.1099,Sabena,?,"Brussels, Belgium - Croydon, England",Savoia-Marchetti SM73,OO-AGN,30002,11,7,4,11,7,4,0,"While flying low, the aircraft hit tree tops, stalled and crashed in flames into a wooded area 13 km short of the runway, The pilot did not request bearings from the airport and tried to navigate on his own."
"December 22, 1960",1030,Croydon,51.3727,-0.1099,KLM Royal Dutch Airlines,?,Croydon - Amsterdam,Douglas DC-2-115E,PH-AKL,1358,17,13,4,15,12,3,0,The aircraft crashed into houses while attempting to take off in heavy fog. A stewardess and the radio operator survived. Aircraft designer Juan de la Cierva killed. Pilot error. Piilot did not maintain directional control of the aircraft and abort the takeoff
"March 29, 1959",?,Croydon,51.3727,-0.1099,Deutsche Lufthansa,?,?,Junkers JU-52,D-AGAV,4023,3,0,3,3,0,3,0,Engine failure on takeoff caused the cargo plane to stall and crash into a hanger.
"July 21, 1931",1140,Croydon,51.3727,-0.1099,Spencer Airways / Ceskoslovenske Aerolinie,?,Croydon - Rome - Salisbury,Douglas C-47 / Douglas DC-3,VP-YFD/OK-WDB,19979 / 9503,23,18,5,12,11,1,0,"Just after becoming airborne, the plane never gained altitude, overran the runway and crashed into a Ceskoslovenske Dakota. Twelve killed on the Spencer Airways none on the Ceskoslovenske. Loss of control by the captain of the Spencer Airways plane, who, when attempting to take-off a heavily loaded aircraft in poor visibility allowed it to become airborne in a semi-stalled condition."
"August 31, 1986",1518,Brilon,51.3956,8.5678,KLM Royal Dutch Airlines,?,Prague Leipzig Essen Amsterdam Rotterdam,Fokker F-12,PH-AFL,5242,7,2,5,7,2,5,0,"Crashed after the pilot tried to maintain visual contact with the ground in heavy fog and snow. The plane was named ""Leeuwerik."" The pilot was unable to distinguish the ground from the surroundings and to establish his real position to continue then flight in a safely manner."
"September 04, 1964",1800,Pickle Lake,51.4667,-90.1833,Air Manitoba,?,Big Trout - Pickle Lake,Douglas C-47B,C-FADD,26324,2,0,2,2,0,2,0,The cargo plane lost the left wing while in a holding pattern. The left wing failed under normal flight loads as a result of a fatigue crack in the center section lower wing skin. Anomalies in the radiographs taken during mandatory non-destructive testing inspections were not correctly interpreted.
"October 08, 1951",1450,Cardiff,51.4817,-3.1792,Fairflight Ltd.,?,Llandow - Dublin,Avro 689 Tudor 5,G-AKBY,1417,83,78,5,80,75,5,0,"During the approach to Runway 28 at Llandow Airport, it appeared to witnesses that the aircraft was going to touch down prematurely. This was followed by an application of power. Climbing to 300 ft. the aircraft stalled and crashed into a field. Due to the placement of luggage in relation to passenger load, the center of gravity was such that there was insufficient elevator control remaining to counteract the rise of the nose upon full application of power."
"November 16, 1954",?,Cardiff,51.4817,-3.1792,Jersey Airways,?,Cardiff - Saint-Helier,de Havilland DH-84 Dragon,G-ACMP,6063,8,7,1,1,3,0,0,"Shortly after taking from Cardiff Airport, and climbing, the twin engine aircraft stalled and crashed in a field. The plane was named  ""Saint Clements Bay ."""
"September 06, 1961",1048,Chernihiv,51.4939,31.2947,Aeroflot,1802,?,Antonov AN-24,CCCP-46534,57310108,52,46,6,52,46,6,0,"After entering the wake turbulence of a MiG fighter plane, the rudder deflected sharply and both propellers feathered causing the plane to go into a spin and crash."
"December 14, 1920",2114,London,51.5072,-0.1275,Sabena,?,Brussels - London,Douglas DC-3,OO-AWH,43154,22,19,3,20,17,3,0,The plane crashed during a ground control approach in poor weather conditions. Misjudgement by the pilot when attempting to land at night in conditions of low visibility. Last DC-3 built.
"November 19, 1936",1535,London,51.5072,-0.1275,British Overseas Airways,712,London - Zurich,Boeing B-707-465,G-ARWE,18373,127,116,11,5,4,1,0,"Shortly after leaving the runway during takeoff the No. 2 engine caught fire. Through some confusion, the crew did not pull the fire shutoff handle. The fire continued to burn and while attempting to land, the No. 2 engine fell away. After the plane came to a stop, the wing tank exploded."
"October 17, 1950",1215,London,51.5072,-0.1275,Handley Page Transport,?,London - Paris,Handley Page HP-16,G-EAMA,HP-25,8,6,2,4,2,2,0,The plane failed to gain altitude after taking off from Criclklewood and crashed into a tree and a house. Pilot error in taking off towards a hill in unfavorable wind conditions and fog.The first commercial air disaster to result in passenger fatalities during a regularly scheduled service..
"April 30, 1956",338,London,51.5072,-0.1275,British Airways,?,Hanover - London,Fokker F-XII,G-AEOT,5300,4,0,4,2,0,2,0,The mail plane attempted to land in strong winds and poor weather conditons. Pilot error.
"September 02, 1958",1545,London,51.5072,-0.1275,British European Airways,?,London - Glasgow,Douglas C-47A,G-AGIW,12186,29,24,5,28,24,4,0,Crashed into trees on Mill Hill after engine failure during takeoff. Everyone except one flight attendant was killed.
"October 27, 1965",930,London,51.5072,-0.1275,Scottish Airlines,?,Stansted - Luqa - Habbaniya,Avro 685 York C-1,G-AMUL,MW308,54,49,5,2,2,0,0,The aircraft made a sudden turn to the right while talking off from Stansted. Overcorrection by the pilot in command which caused the aircraft to veer to the right.
"July 03, 1968",632,London,51.5072,-0.1275,Independent Air Travel,?,"London, England - Nice, France",Vickers 621 Viking 1,G-AIJE,127,3,0,3,3,0,3,4,The cargo plane lost an engine on the initial climb and was not able to maintain altitude and crashed.
"January 17, 2008",123,London,51.5072,-0.1275,British European Airways,?,Edinburgh - London,Vickers Vanguard 951,G-APEE,708,36,30,6,36,30,6,0,"The aircraft made two unsuccessfull attempts at landing at Heathrow Airport and overshot the runway. The third time, the plane again overshot the runway, began climbing, then suddenly dove into the runway at a steep angle. Pilot error. Low visibility, crew fatigue, disorientation, lack of experience in overshooting in fog, over-reliance on instruments and incorrect indication of position by instruments."
"January 15, 1955",?,London,51.5072,-0.1275,BKS Air Transport,?,"Deauville, France - London, England",Airspeed AS.57 Ambassador 2,G-AMAD,5211,8,0,8,6,0,6,0,"The cargo plane's left wing struck the ground, the plane struck two other planes, burst into flames and came to rest on its back near a building. Failure of the port flap operating rod due to fatigue, permitting the port flaps to retract. This resulted in a rolling moment to port which could not be controlled."
"December 13, 1950",1243,London,51.5072,-0.1275,British Airways,38,"Bejing, China - London, England",Boeing 777-236ER,G-YMMM,30314/342,152,136,16,0,0,0,0,"The aircraft was on approach for landing on Runway 27L at Heathrow Airport when at a height of approximately 600 ft and 2 miles from touch down the aircraft descended rapidly and struck the ground, 1,000 ft. short of the paved runway surface, just inside the airfield boundary fence. An investigation showned that the fuel flow to both engines was restricted; most probably due to ice within the fuel feed system. The ice is likely to have formed from water that occurred naturally in the fuel, and should have been melted by the fuel-oil heat exchanger (FOHE).  However, the FOHE did not heat its own inlet  face, and investigation showed that, although the flight was   within the certified operational envelope at all times, a long   period of low fuel flow in an unusually cold environment, followed  by a throttle increase, could cause an ice jam at that point. Corrections in design were made so this would not occur again."
"August 31, 1988",1700,Aldworth,51.509,-1.201,Air Taxi - Talon Air Services Inc.,?,"Caribou Lake, AK - Nikiski, AK",de Havilland DHC-2,N17394,495,3,2,1,3,2,1,0,The pilot flew into a blind box canyon and crashed while attempting to turn around. Improper in-flight planning /decision by the pilot and his failure to remain clear of mountainous terrain. The box canyon and proximity of mountains were related factors.
"December 01, 1971",2148,Saratov,51.5333,46,Aeroflot,2174,Ufa - Saratov,Antonov AN-24,CCCP-46788,57301801,57,53,4,57,53,4,0,During approach the plane made a large roll and vertical rate of descent and crashed. Icing.
"June 25, 1952",1600,Northolt,51.5467,-0.37,Scandinavian Airlines (SAS),?,Stockholm - Amsterdam - Northolt,Douglas DC-6 / RAF York,SE-BDA/ MW248,43119/111,39,26,13,39,26,13,0,"A midair collision occurred between a SAS DC-6 and a Royal Air Force Avro York MW248. Twenty-five passengers and 7 crew on the DC-6,  one passenger and six crew on the York. The accident was caused by human fallibility on the part of both ground and flilght personnel."
"January 06, 1948",?,Ruislip,51.576,-0.433,British European Airways,?,Renfrew - Northolt,Vickers 610 Viking 1B,G-AHPK,148,18,14,4,1,0,1,0,"After two or three failed approaches, the plane struck trees and crashed into a field. Poor judgment on the part of the pilot attempting to land in VFR conditions in limited visibility and poor weather conditions and not diverting to another airport."
"November 04, 1929",1540,"Dog Creek, British Columbia",51.5833,-122.233,Canadian Pacific Air Lines,21,Vancouver - Whitehorse,Douglas DC-6B,CF-CUQ,43844/334,52,46,6,52,46,6,0,The tail section separated from the fuselage after a bomb exploded in the passenger compartment.  It was believed a saboteur ignited a mixture of acid and gunpowder which may have been poured into the toilet in a suicide-for-insurance scheme.
"June 25, 1945",750,Wantage,51.589,-1.427,Military -Royal Air Force,?,?,Consolidated LB-30A Liberator,JT985,?,27,,,27,,,0,Crashed and burned on a hillside after experiencing engine failure.
"July 11, 1966",100,Billericay,51.628,0.4184,Military - German Navy,?,?,Zeppelin L-32 (airship),?,?,22,,,22,,,0,Shot down by British aircraft crashing in flames.
"May 06, 1970",1712,Moerdijk,51.655,4.5325,NLM (Nederlandse Luchtvaart Maatschappij),HN431,Rotterdam - Eindhoven - Hamburgh,Fokker F-28 Fellowship 4000,PH-CHI,11141,17,13,4,17,13,4,0,The aircraft entered an area of severe turbulence and a tornado which resulted in the separation of the right wing and in-flight break up.
"October 01, 1916",2345,Potters Bar,51.698,-0.183,Military - German Navy,?,?,Zeppelin L-31 (airship),?,?,19,0,19,19,0,19,0,Shot down in flames by the British 39th Home Defence Squadron.
"January 25, 1930",1838,Great Hallingbury,51.8553,0.1944,Korean Air,8509,"London, England - Milan, Italy",Boeing 747-2B5F,HL-7451,22480/448,4,0,4,4,0,4,0,"Shortly after taking off the ADI comparator alarm sounded three times. Shortly afterwards, the warning sounded a further two times. As the captain initiated a procedural turn to the left, the comparator warning sounded 9 more times.. The aircraft then banked left progressively and entered a descent until it struck the ground in a 40 degree nose down attitude at a high rate of speed. The pilots did not respond appropriately to the comparator warnings during the climb after takeoff from Stansted despite prompts from the flight engineer. The commander, as the handling pilot, maintained a left roll control input, rolling the aircraft to approximately 90 of left bank and there was no control input to correct the pitch attitude throughout the turn. The first officer either did not monitor the aircraft attitude during the climbing turn or, having done so, did not alert the commander to the extreme unsafe attitude that developed."
"November 06, 1952",114,"Adak, Alaska",51.872,-176.636,Flying Tiger Line,7816,"Cold Bay, AK - Adak, AK",Lockheed 1049H Super Constellation,N6911C,4804,7,0,7,1,0,1,0,"Crashed into a rock embankment, 328 ft. short of runway threshold while attempting to land on Runway 23 and after being warned by ATC that the plane was below the glidepath. The main gear and right wing separated from the plane and a fire ensued. The pilot's misjudgment of distance and altitude during the final approach."
"December 02, 1929",945,Cork,51.9,-8.4731,Manx2,7100,Belfast - Cork,Swearingen SA-227BC Metro III,EC-ITP,BC-789B,12,10,2,6,4,2,0,"The Metroliner made an approach to Runway 17 in low visibility and the crew decided to go-around. A second attempt to land on Runway 35 was also unsuccessful and resulted in another go-around. During a third landing attempt on Runway 17, the aircraft crashed adjacent to Taxiway C and came to rest upside down. A fire soon erupted. Four passenger and both crew members were killed. Improper crew coordination and procedures led to loss of control of the aircraft. A contributing factor was inadequate maintenance causing the two engines to develop unequal thrust."
"December 23, 1957",?,Stansted Rural District,51.9,0.22,Scottish Airlines,?,Malta - London,Avro 685 York C-1,G-AMUN,MW321,4,0,4,4,0,4,0,The cargo plane crash landed short of the runway on the third landing attempt. The accident was due to an error on the part of the captain in that while making an attempt to land he continued the approach below the critical height without sufficient visual reference to the ground.
"December 28, 1962",1055,Rotterdam,51.92,4.48,Carvair ATL-98,?,"Southend, England - Rotterdam, The Netherlands",Channel Air Bridge,G-ARSF,18339,18,14,4,1,0,1,0,"The pilot carried out the final stage of approach below the normal glide path with insufficient engine power, as a result of which the speed of descent was too high in relation to the horizontal distance still to be covered to the beginning of the runway. Consequently, the aircraft, at a high vertical speed, hit a dyke, after facing the direction of approach."
"May 30, 1984",938,"Chita, Zabaykalsky Krai",52.0334,113.5009,Aeroflot,109,Moscow - Chita,Tupolev TU-104A,CCCP-42411,820303,81,72,9,81,72,9,0,The aircraft broke up at FL 300. Detonation of a bomb in the cabin being carried by a hijacker.
"May 30, 1970",?,"Chita, Zabaykalsky Krai",52.0334,113.5009,Aeroflot,?,Petropavlovsk - Novosobrisk,Antonov AN-8,CCCP-69346,OD-3430,14,9,5,13,8,5,0,"Crashed 1,600m short of the runway threshold while attempting to land at Chita."
"November 09, 1971",1526,Little Grand Rapids,52.0361,-95.4611,Sowind Air,301,Winnipeg - Little Grand Rapids,Embraer 110P1 Bandeirante,C-GVRO,110285,17,15,2,4,3,1,0,"Crashed during the second approach right of the approach path. While the aircraft was being manoeuvred at a very low level in marginal weather, it descended after an abrupt turn and flew, in controlled flight, into the terrain. Crew procedural error. The aircraft was 1,000 pounds heavier than the maximum allowable weight.  The GPS installed in aircraft was not approved as a primary navigational aid."
"February 15, 2009",1250,Evesham,52.09,-1.95,Military -Royal Air Force,?,England - Prague,Consolidated LB-40-A Liberator,?,?,23,18,5,23,18,5,0,Cashed and burned shortly after takeoff after experiencing an engine fire in the No. 2 engine.
"January 09, 1946",?,Bedford,52.1344,-0.4631,By Air,?,?,Armstrong-Whitworth F-K-8,G-EALW,?,1,0,1,1,0,1,0,The plane crashed during a cargo flight under unknown circumstances.
"June 18, 1994",1827,"Gronau, North Rhine-Westphalia",52.2125,7.0417,Private - Mainline Aviation,-,?,Beechcraft H50,N538B,?,4,3,1,4,3,1,0,"The aircraft stalled during an emergency single engine approach. Both engines failed as the approach continued. The plane came to rest in a shallow pond on the golf course. Fuel starvation. Mismanagement of  fuel. Pro golfer Tony Lema and his wife, Betty, was killed. He was on a Buick promotional tour."
"January 22, 1976",11:20,Apeldoorn,52.2167,5.95,Military - Royal Netherlands Naval Air Service,?,?,Fairey Firefly MK1,PP526,?,1,0,1,1,0,1,22,The pilot of the single engine fighter made an unauthorized flight to Apeldoorn and began flying low to attract attention. The aircraft lost altitude during a maneuver and crashed into a high school killing 22 on the ground.
"November 11, 1937",?,Warsaw,52.23,21.0111,Lot Polish Airlines,?,Krakow - Warsaw,Lockheed 10 Electra,SP-AYD,1048,11,9,2,4,2,2,0,"While attemptiing to land at Warsaw at night and in fog, The aircraft flew too low and struck power line and crashed in an open field."
"November 12, 1937",?,Warsaw,52.23,21.0111,LOT,?,Krakow - Warsaw,Lockhed 10 Electra,SP-AYD,1048,11,9,2,4,2,2,?,"On final approach at night and in poor visibility due to fog, the pilot flew too low, hit power lines and crashed in a field."
"December 19, 1962",1930,Warsaw,52.23,21.0111,LOT Polish Airlines,?,Berlin - Warsaw,Vickers Viscount 804,SP-LVB,395,33,28,5,33,28,5,0,Stalled and crashed 8 miles from the threshold after being struck by lightning.
"May 09, 1987",1112,Warsaw,52.23,21.0111,LOT Polish Airlines,5055,Warsaw - New York City,Ilyushin IL-62M,SP-LBG,3344942,183,172,11,183,172,11,0,"The No. 2 engine failed, causing an engine fire, cabin decompression, damage to the  No. 1 engine, loss of  elevator control and damage to the electrical system. A fire in the cargo hold was not detected because of damage to the fire warning system. While attempting to return to Warsaw and attempting a turn to land, the aircraft crashed into a forest, 9 miles short of the runway. The cause of the engine failure was an overheated bearing. The aircraft was named Tadeusz Kosciuszko."
"September 14, 1993",16:43,Warsaw,52.23,21.0111,Lufthansa,LH2904,Frankfurt - Warszawa,Airbus A320-211,D-AIPN,105,70,64,6,2,1,1,0,"The aircraft skidded off  the end of the runway while landing. The crew was made aware of windshear at approach end of runway but not of poor water drainage on the runway nor a change in wind direction. A very light touch of the runway surface with the landing gear and lack of compression of the left landing gear leg to the extent understood by the aircraft computer as the actual landing, resulted in delayed deployment of spoilers and thrust reversers. The delay was about 9 seconds. Thus, the braking commenced with delay and in a condition of heavy rain and strong tailwind the aircraft did not stop on the runway. The aircraft was named ""Kulbach."""
"November 28, 1989",1100,"Drayton, Northamptonshire",52.26,-1.18,Military -Royal Air Force,?,Drayton - Multa,Blackburn Beverley C Mark 1,XH117,1023,22,17,5,18,15,3,2,The aircraft crashed into trees and farm buildings about a half-an-hour after taking off from Abingdon airfield.  Fuel starvation due to an valve being installed backwards.
"August 26, 1988",442,Irkutsk,52.2833,104.3,Aeroflot,?,Irkutsk - Chita - Yakutsk,Lisunov LI-2,CCCP-L4790,184 341 04,13,9,4,12,8,4,0,"The third cylinder of the right engine failed in flight, causing the engine to catch fire. With one engine inoperative and flying in icing conditions and turbulence, the aircraft was unable to maintain height, hit trees and crashed."
"July 09, 2006",?,Irkutsk,52.2833,104.3,Aeroflot,?,Beijing- Irkutsk - Tashkent - Nicosia,Ilyushin II-14,?,?,17,14,3,17,14,3,0,Crashed shortly after takeoff from Irkutsk-Magan Airport.
"December 26, 2013",458,Irkutsk,52.2833,104.3,Aeroflot,?,Irkutsk - Kazachinskoye,Antonov An-2 / Antonov An-12,49342/12985,1G12-26/00347110,18,11,7,13,11,2,0,The An-2 crashed after colliding with Antonov 12 over Irkutsk airport. The ATC cleared the An-2 for takeoff crossing An-12s flight path. The An-12 landed safely. Eleven passengers and 2 crew killed on the An-2
"October 22, 2005",815,Irkutsk,52.2833,104.3,Aeroflot,3739,Irkutsk - Novosibirsk,Tupolev TU-104A,CCCP-42327,66600201,124,104,10,24,15,9,0,After taking off the plane began to bank to the right until it crashed. Asymmetrical refueling of the plane. Pilot error.
"January 05, 1995",2320,Irkutsk,52.2833,104.3,Aeroflot,?,Kirensk - Irkutsk,Let 410MU,CCCP-67235,770801,4,2,2,4,2,2,0,"The crew failed to set the altimeters to the proper setting while landing. The plane descended until it contacted trees, broke up and caught fire. Crew fatigue was a factor."
"September 05, 2005",744,Irkutsk,52.2833,104.3,Sibir (S7),S7-778,Moscow - Irkutsk,Airbus A-310-324ET,F-OGYP,442,203,195,8,125,120,5,0,"The plane was landing at Irkutsk International Airport in rain and low visibility when it veered off and overran the runway, struck a building and burst into flames. It was reported the plane was traveling at a high rate of speed when it landed. Crew error. The mistaken and uncontrolled actions by the crew at the stage of slowing down after landing. The unintentional and uncontrolled movement in one of the engines, which was not detected by the crew in time."
"August 06, 1970",2139,Irkutsk,52.2833,104.3,IrAvia,?,Novosibirsk - Ikustsk,Antonov 12,12162,3341509,9,3,6,9,3,6,0,"The cargo plane, carrying spare parts, crashed into a military army arsenal at Ikustsk-2 Airport while attempting to land. The crew of 6 and 3 technicians were all killed."
"March 08, 2005",1820,Blythburgh,52.317,1.6,Military - U.S. Navy,-,?,Consolidated PB4Y-1,32271,?,2,0,2,2,0,2,0,"Navy lieutenant Joseph P. Kennedy Jr., 29, brother of President John F. Kennedy, was killed while on a flying mission over England during World War II.  Kennedy volunteered for operation Aphrodite after completing two full combat tours and was killed when the explosive-laden PB4Y he was flying blew up in air.  He was intending to aim the ship and bail out, leaving another aircraft to guide the PB4Y via remote control to a German submarine pen on the French coast; it apparently exploded when he armed the switches.  The photographic chase plane had President Franklin Roosevelt's son, Elliot Roosevelt, on board."
"January 18, 1960",1841,Amsterdam,52.3728,4.8936,KLM Royal Dutch Airlines,?,Berlin - Amsterdam,Douglas DC-3,PH-ARY,2021,19,14,5,6,2,4,0,The aircraft flew into the ground during approach in poor visibility. The first officer was commander of the military flying school Soesterberg. Pilot descended below a safe height during the approach.
"April 08, 1951",925,Amsterdam,52.3728,4.8936,KLM Royal Duch Airlines,?,Training,Douglas DC-2,PH-AKN,1360,4,0,4,0,0,0,1,"During  a training flight with one engine out,  the crew hit an obstacle and then a sentry-box with 9 soldiers inside. One soldier  died and 3 others were wounded. The aircraft was repaired."
"May 12, 1959",940,Amsterdam,52.3728,4.8936,KLM Royal Dutch Airlines,?,Amsterdam - Sweden,Fokker F-XXII,PH-AJQ,5358,20,15,5,6,2,4,0,The plane lost altitude while attempting an emergency landing after taking off and losing two engines. The wing hit a dyke and the plane burst into flames.
"August 10, 1968",1120,Amsterdam,52.3728,4.8936,KLM Royal Dutch Airlines,?,Instructional Flight,Lockheed 14-WF62 Super Electra,PH-APE,1413,4,0,4,4,0,4,0,Whle taking off the aircraft stalled and struck a dyke near Schiphol Airport and caught fire.
"May 05, 2017",c 20:15,Amsterdam,52.3728,4.8936,KLM Royal Dutch Airlines,?,London - Amsterdam,Douglas C-47A-90 DL (DC-3),PH-TBW,20122,26,21,5,26,21,5,0,"The flight crashed during a third landing attempt in inclement weather. The pilot, not lined up with the runway, made a sharp left turn. The wing hit the ground and the aircraft exploded in flames."
"July 02, 1994",1530,Amsterdam,52.3728,4.8936,KLM Royal Dutch Airlines,?,Amsterdam - Paris,Convair CV-240-4,PH-TEI,125,34,28,6,0,0,0,2,"While taking off the plane reached a height of about  50 ft. after which flaps were retracted. The plane began to lose height and crash landed into a meadow. While no one on the plane died, two girls on a bicycle path were killed."
"January 08, 2003",175,Amsterdam,52.3728,4.8936,El Al,1862,Amsterdam - Tel Aviv,Boeing B-747-258F,4X-AXG,21737/362,4,1,3,4,1,3,39,"Shortly after taking off from Schiphol Airport, while climbing through 6,500 feet, the No. 3 engine separated with its pylon from the aircraft and damaged the leading edge of the right wing. The No. 3 engine separated in such a way that the No. 4 engine and pylon also separated from the wing. During an attempted return to the airport, the aircraft crashed into a 11 story building in the Bijlmermeer residential district. The design and certification of the B-747 pylon was found to be inadequate to provide the required level of safety. The system to ensure structural integrity by inspection failed. The separation of the No. 3 engine was initiated by fatigue (corrosion) in the inboard midspar fuse pin. This led to loss of the No. 4 engine and pylon and damage to several systems which ultimately led to loss of control of the aircraft."
"February 21, 1946",1446,Amsterdam,52.3728,4.8936,KLM Cityhopper,433,Amsterdam - Cardiff,Saab 340B,PH-KSH,195,24,21,3,3,2,1,0,"Shortly after taking off, due to a false warning light, the captain idled one engine (contrary to the checklist) and  assumed they had an engine problem and returned to the airport. While attempting to land, the aircraft rolled to the right, pitched up, stalled and crashed. Inadequate use of the flight controls during an asymmetric go-around resulting in loss of control. Contributing factors were insufficient understanding of the flightcrew of the SAAB 340B engine oil system, lack of awareness of the consequences of an aircraft configuration with one engine in flight idle and poor crew resource management."
"May 12, 1959",1031,Amsterdam,52.3728,4.8936,Turkish Airlines,1951,"Istanbul, Turkey - Amsterdam, Netherlands",Boeing 737-8F2,TC-JGE,29789/1065,134,127,7,9,6,3,0,The plane was on final approach to Runway 18R when it crashed 1 mile short of the runway into a field and broke in three. Nine people were killed and 55 injured. A faulty instrument caused the plane's autopilot to cut fuel to the engines prematurely. Pilots were late to notice warning signals and reacted inadequately.
"May 16, 1958",?,Hanover,52.3744,9.7386,Deutsche Lufthansa,?,?,Junkers JU-160,D-UPYM,4211,6,4,2,1,1,0,0,"The pilot attempted an emergency landing in a field after the engine failured. The aircraft was named ""Puma."""
"November 11, 1966",?,Hanover,52.3744,9.7386,Deutsche Lufthansa,?,Berlin - Hanover - Cologne - London,Junkers JU-52/3m,D-AFOP,5800,7,4,3,7,4,3,0,The aircraft crashed while taking off from Hanover. Visibility was poor because of low fog covering the runway. The pilot was searching for the proper flight path when the plane veered towards a building while still 40 meters above the ground. The pilot tried to raise the plane while trying to turn left at the same time but lost control and crashed and the plane caught fire.The passengers were pilots of Lufthansa.
"December 23, 1928",?,Hanover,52.3744,9.7386,Deutsche Lufthansa,?,?,Douglas DC-2-115H,D-AIAV,1366,13,10,3,2,2,0,0,No cause was described except it being pilot error.
"March 18, 1997",2225,Hanover,52.3744,9.7386,Starair,?,Billund - Hannover - Nurnberg,Fokker F-27 Friendship 600,OY-APE,10443,2,0,2,2,0,2,0,While landing the cargo plane pitched up for a go-around causing cargo to shift and the plane to lose control and crash.
"December 04, 1960",953,Coventry,52.4167,-1.5167,Phoenix Aviation,702,East Midlands - Coventry,Boeing 737-2D6C,7T-VEE,20758/322,5,0,5,5,0,5,0,After a go-around the plane struck a transmission tower and crashed. The crew allowed the aircraft to descend significantly below the normal approach glide path  in conditions of patchyfog.
"January 22, 1928",?,Letzlingen,52.4469,11.4856,Deutsche Lufthansa,?,Cologne -  Berlin,Junkers G-31,D-1473,3005,4,1,3,3,0,3,0,"After a fuel line broke in flight, the pilot was forced to make an emergency landing in an open field. On landing, the aircraft crashed, overturned and came to rest in flames."
"May 25, 1979",1135,IJmuiden,52.4586,4.6194,KLM Royal Dutch Airlines,?,Shannon - Amsterdam,Douglas DC-6B,PH-DFO,43556/257,21,12,9,21,12,9,0,Crashed into the North Sea in rain showers and heavy seas. Cause not determined.
"December 07, 1934",?,Sachau,52.4744,11.2617,Deutsche Lufthansa,?,Berlin - Hanover,Junkers F-13,D-OMAS,2008,3,0,3,3,0,3,0,Crashed under unknown circumstances
